iter	Passed	Remaining
203	493	1927
204	495	1921
205	496	1914
206	498	1908
207	499	1902
208	501	1896
209	502	1890
210	503	1884
211	505	1878
212	506	1872
213	508	1866
214	509	1861
215	511	1855
216	512	1850
217	514	1844
218	515	1838
219	517	1833
220	518	1828
221	520	1822
222	521	1817
223	523	1812
224	524	1806
225	525	1800
226	527	1795
227	528	1790
228	530	1785
229	531	1779
230	532	1774
231	534	1769
232	535	1763
233	537	1758
234	538	1753
235	540	1748
236	541	1743
237	543	1739
238	544	1734
239	546	1729
240	547	1724
241	549	1719
242	550	1715
243	551	1710
244	553	1705
245	554	1700
246	556	1695
247	557	1690
248	558	1685
249	560	1680
250	561	1676
251	563	1671
252	564	1667
253	566	1662
254	567	1658
255	569	1653
256	570	1649
257	572	1645
258	573	1640
259	575	1636
260	576	1633
261	578	1629
262	580	1626
263	581	1622
264	583	1617
265	584	1613
266	586	1609
267	587	1605
268	589	1601
269	590	1596
270	591	1592
271	593	1587
272	594	1583
273	595	1579
274	597	1574
275	598	1570
276	600	1566
277	601	1562
278	603	1559
279	604	1555
280	606	1551
281	607	1547
282	608	1542
283	610	1538
284	611	1534
285	613	1530
286	614	1526
287	616	1522
288	617	1518
289	619	1517
290	621	1514
291	622	1510
292	624	1506
293	625	1502
294	627	1499
295	629	1496
296	630	1492
297	632	1489
298	633	1485
299	635	1481
300	636	1478
301	638	1475
302	640	1473
303	642	1471
304	644	1468
305	647	1468
306	648	1464
307	650	1462
308	652	1458
309	654	1456
310	656	1453
311	659	1453
312	661	1450
313	662	1448
314	664	1445
315	666	1442
316	668	1439
317	669	1436
318	671	1433
319	673	1431
320	675	1428
321	677	1425
322	678	1422
323	680	1420
324	682	1417
325	684	1415
326	686	1412
327	688	1409
328	689	1406
329	691	1404
330	693	1401
331	695	1398
332	696	1395
333	698	1393
334	700	1390
335	703	1390
336	705	1388
337	707	1384
338	709	1382
339	711	1381
340	713	1378
341	715	1376
342	717	1373
343	719	1371
344	720	1368
345	722	1365
346	725	1365
347	727	1363
348	729	1360
349	731	1358
350	733	1356
351	735	1353
352	736	1350
353	738	1348
354	740	1345
355	742	1343
356	744	1340
357	746	1338
358	747	1335
359	749	1332
360	751	1330
361	753	1328
362	755	1324
363	756	1322
364	758	1319
365	760	1316
366	761	1313
367	763	1310
368	764	1308
369	766	1305
370	768	1302
371	769	1299
372	771	1297
373	774	1295
374	775	1293
375	777	1290
376	779	1287
377	781	1285
378	782	1282
379	784	1279
380	786	1277
381	788	1275
382	789	1272
383	791	1269
384	792	1266
385	794	1263
386	795	1259
387	796	1256
388	798	1253
389	799	1250
390	801	1247
391	802	1244
392	803	1241
393	805	1238
394	806	1235
395	808	1232
396	809	1229
397	811	1227
398	812	1224
399	814	1222
400	816	1219
401	817	1216
402	819	1213
403	820	1210
404	822	1207
405	823	1205
406	825	1202
407	826	1199
408	828	1197
409	829	1194
410	831	1191
411	833	1189
412	836	1188
413	837	1185
414	839	1183
415	841	1181
416	843	1178
417	844	1176
418	846	1173
419	848	1171
420	850	1169
421	851	1166
422	853	1164
423	855	1161
424	856	1159
425	858	1156
426	860	1154
427	861	1151
428	863	1149
429	864	1146
430	866	1144
431	868	1141
432	869	1138
433	870	1135
434	872	1133
435	873	1130
436	875	1127
437	876	1124
438	878	1122
439	879	1119
440	881	1117
441	883	1114
442	884	1112
443	886	1110
444	888	1108
445	890	1105
446	892	1103
447	894	1102
448	896	1100
449	900	1101
450	905	1102
451	908	1101
452	910	1099
453	912	1097
454	914	1095
455	916	1093
456	918	1091
457	923	1092
458	928	1094
459	930	1092
460	932	1090
461	935	1088
462	936	1086
463	938	1084
464	940	1082
465	942	1080
466	944	1078
467	946	1076
468	948	1074
469	950	1072
470	952	1070
471	954	1067
472	956	1065
473	958	1063
474	959	1060
475	961	1058
476	963	1056
477	965	1054
478	967	1052
479	969	1050
480	971	1048
481	973	1045
482	975	1044
483	977	1041
484	979	1039
485	980	1037
486	982	1035
487	984	1032
488	985	1030
489	987	1027
490	989	1025
491	990	1023
492	992	1020
493	994	1018
494	996	1016
495	998	1014
496	999	1011
497	1001	1009
498	1003	1007
499	1005	1005
500	1009	1004
501	1010	1002
502	1012	1000
503	1014	998
504	1016	996
505	1018	994
506	1020	992
507	1022	990
508	1024	987
509	1025	985
510	1027	983
511	1029	981
512	1030	978
513	1032	976
514	1034	973
515	1035	971
516	1037	969
517	1039	967
518	1040	964
519	1042	962
520	1044	959
521	1045	957
522	1047	955
523	1048	952
524	1050	950
525	1052	948
526	1053	945
527	1055	943
528	1057	941
529	1058	938
530	1060	936
531	1061	934
532	1063	931
533	1065	929
534	1066	927
535	1068	924
536	1069	922
537	1071	919
538	1072	917
539	1074	915
540	1076	912
541	1077	910
542	1079	908
543	1080	906
544	1082	903
545	1084	901
546	1085	899
547	1087	896
548	1088	894
549	1090	892
550	1092	890
551	1094	888
552	1095	885
553	1097	883
554	1098	881
555	1100	878
556	1102	876
557	1103	874
558	1105	872
559	1107	870
560	1109	867
561	1110	865
562	1112	863
563	1114	861
564	1116	859
565	1118	857
566	1120	855
567	1121	853
568	1123	850
569	1124	848
570	1126	846
571	1127	843
572	1129	841
573	1130	839
574	1132	837
575	1134	834
576	1135	832
577	1137	830
578	1138	827
579	1139	825
580	1141	823
581	1142	820
582	1144	818
583	1145	816
584	1147	813
585	1149	811
586	1150	809
587	1152	807
588	1153	805
589	1155	802
590	1157	801
591	1160	799
592	1161	797
593	1163	795
594	1164	792
595	1166	790
596	1167	788
597	1169	786
598	1170	783
599	1172	781
600	1173	779
601	1175	777
602	1176	774
603	1178	772
604	1180	770
605	1181	768
606	1183	766
607	1185	764
608	1186	761
609	1188	759
610	1189	757
611	1191	755
612	1193	753
613	1195	751
614	1197	749
615	1199	747
616	1201	745
617	1202	743
618	1204	741
619	1205	738
620	1206	736
621	1208	734
622	1209	732
623	1211	729
624	1212	727
625	1214	725
626	1215	723
627	1217	720
628	1218	718
629	1219	716
630	1221	714
631	1222	711
632	1224	709
633	1225	707
634	1227	705
635	1228	703
636	1230	700
637	1231	698
638	1233	696
639	1234	694
640	1235	692
641	1237	690
642	1239	687
643	1240	685
644	1242	683
645	1243	681
646	1245	679
647	1246	677
648	1247	674
649	1249	672
650	1250	670
651	1252	668
652	1254	666
653	1255	664
654	1256	662
655	1258	659
656	1260	657
657	1261	655
658	1263	653
659	1264	651
660	1266	649
661	1268	647
662	1269	645
663	1271	643
664	1273	641
665	1274	639
666	1276	637
667	1277	635
668	1279	632
669	1281	631
670	1282	629
671	1284	627
672	1286	625
673	1288	623
674	1290	621
675	1293	619
676	1295	617
677	1297	616
678	1299	614
679	1300	612
680	1302	610
681	1304	608
682	1306	606
683	1307	604
684	1309	601
685	1310	599
686	1312	597
687	1313	595
688	1315	593
689	1317	591
690	1319	589
691	1321	588
692	1322	586
693	1324	583
694	1325	581
695	1327	579
696	1328	577
697	1330	575
698	1332	573
699	1333	571
700	1335	569
701	1336	567
702	1338	565
703	1340	563
704	1341	561
705	1342	559
706	1343	556
707	1345	554
708	1347	552
709	1348	550
710	1349	548
711	1351	546
712	1352	544
713	1354	542
714	1355	540
715	1356	538
716	1358	536
717	1359	534
718	1361	532
719	1363	530
720	1364	527
721	1365	525
722	1367	523
723	1368	521
724	1370	519
725	1371	517
726	1372	515
727	1374	513
728	1375	511
729	1377	509
730	1378	507
731	1379	505
732	1381	503
733	1382	501
734	1383	498
735	1385	496
736	1386	494
737	1387	492
738	1389	490
739	1390	488
740	1392	486
741	1393	484
742	1394	482
743	1396	480
744	1397	478
745	1399	476
746	1400	474
747	1401	472
748	1403	470
749	1404	468
750	1405	466
751	1407	464
752	1408	462
753	1410	460
754	1411	458
755	1413	456
756	1414	454
757	1415	452
758	1417	449
759	1418	448
760	1420	446
761	1421	444
762	1422	441
763	1424	439
764	1425	437
765	1427	435
766	1428	433
767	1429	431
768	1431	430
769	1433	428
770	1435	426
771	1436	424
772	1438	422
773	1440	420
774	1441	418
775	1443	416
776	1445	414
777	1446	412
778	1448	410
779	1449	408
780	1451	407
781	1453	405
782	1454	403
783	1456	401
784	1457	399
785	1459	397
786	1460	395
787	1462	393
788	1463	391
789	1465	389
790	1466	387
791	1468	385
792	1469	383
793	1471	381
794	1472	379
795	1474	377
796	1476	375
797	1477	374
798	1478	372
799	1480	370
800	1481	368
801	1483	366
802	1484	364
803	1486	362
804	1487	360
805	1489	358
806	1490	356
807	1492	354
808	1493	352
809	1495	350
810	1496	348
811	1498	346
812	1501	345
813	1503	343
814	1506	341
815	1508	340
816	1509	338
817	1510	336
818	1512	334
819	1514	332
820	1515	330
821	1517	328
822	1518	326
823	1520	324
824	1521	322
825	1523	320
826	1525	319
827	1526	317
828	1528	315
829	1530	313
830	1531	311
831	1533	309
832	1534	307
833	1536	305
834	1537	303
835	1538	301
836	1540	299
837	1541	298
838	1543	296
839	1544	294
840	1545	292
841	1547	290
842	1548	288
843	1550	286
844	1553	284
845	1555	283
846	1557	281
847	1559	279
848	1560	277
849	1562	275
850	1563	273
851	1565	271
852	1566	270
853	1568	268
854	1570	266
855	1571	264
856	1573	262
857	1574	260
858	1576	258
859	1577	256
860	1579	254
861	1581	253
862	1582	251
863	1584	249
864	1585	247
865	1586	245
866	1588	243
867	1589	241
868	1591	239
869	1593	238
870	1594	236
871	1596	234
872	1597	232
873	1599	230
874	1600	228
875	1602	226
876	1603	224
877	1605	223
878	1606	221
879	1608	219
880	1610	217
881	1611	215
882	1612	213
883	1614	211
884	1616	209
885	1618	208
886	1619	206
887	1621	204
888	1622	202
889	1624	200
890	1625	198
891	1627	197
892	1628	195
893	1630	193
894	1631	191
895	1633	189
896	1635	187
897	1636	185
898	1638	184
899	1640	182
900	1641	180
901	1643	178
902	1645	176
903	1646	174
904	1648	173
905	1649	171
906	1651	169
907	1652	167
908	1654	165
909	1655	163
910	1657	161
911	1658	160
912	1660	158
913	1661	156
914	1662	154
915	1664	152
916	1665	150
917	1667	148
918	1668	147
919	1670	145
920	1671	143
921	1672	141
922	1674	139
923	1675	137
924	1677	135
925	1678	134
926	1679	132
927	1681	130
928	1682	128
929	1683	126
930	1685	124
931	1686	123
932	1688	121
933	1689	119
934	1690	117
935	1692	115
936	1693	113
937	1694	112
938	1696	110
939	1697	108
940	1698	106
941	1700	104
942	1701	102
943	1702	101
944	1704	99
945	1706	97
946	1707	95
947	1709	93
948	1710	91
949	1712	90
950	1713	88
951	1715	86
952	1717	84
953	1719	82
954	1721	81
955	1722	79
956	1724	77
957	1725	75
958	1727	73
959	1729	72
960	1730	70
961	1732	68
962	1734	66
963	1735	64
964	1737	63
965	1738	61
966	1739	59
967	1741	57
968	1742	55
969	1743	53
970	1745	52
971	1747	50
972	1748	48
973	1750	46
974	1751	44
975	1753	43
976	1754	41
977	1756	39
978	1758	37
979	1760	35
980	1761	34
981	1763	32
982	1765	30
983	1767	28
984	1768	26
985	1769	25
986	1771	23
987	1773	21
988	1774	19
989	1776	17
990	1777	16
991	1779	14
992	1781	12
993	1782	10
994	1783	8
995	1785	7
996	1787	5
997	1789	3
998	1790	1
999	1792	0
